ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,205.0,107.0,1.0,2.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,204.0,154.0,8.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3026.0,18.0,4.0,22699.0,243.0,176.0,9.0,1.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3062.0,16.0,9.0,20390.0,189.0,149.0,10.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,1.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3002.0,4.0,1.0,6378.0,49.0,26.0,5.0,2.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3107.0,19.0,5.0,23288.0,239.0,190.0,10.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,1.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3126.0,5.0,13.0,8461.0,69.0,28.0,2.0,2.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
3129.0,8.0,1.0,10002.0,34.0,16.0,3.0,1.0,L,L,L,L,L,
