ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,1.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3015.0,13.0,2.0,15701.0,176.0,140.0,8.0,2.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3011.0,5.0,3.0,7769.0,50.0,34.0,4.0,1.0,L,L,L,L,L,
3018.0,18.0,2.0,22487.0,77.0,56.0,5.0,1.0,L,L,L,L,L,
3018.0,18.0,2.0,22487.0,77.0,56.0,5.0,1.0,L,L,L,L,L,
3018.0,18.0,2.0,22487.0,77.0,56.0,5.0,1.0,L,L,L,L,L,
3018.0,18.0,2.0,22487.0,77.0,56.0,5.0,1.0,L,L,L,L,L,
3018.0,18.0,2.0,22487.0,77.0,56.0,5.0,1.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3041.0,21.0,3.0,24570.0,47.0,26.0,8.0,2.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3085.0,4.0,1.0,6378.0,1.0,1.0,1.0,1.0,L,L,L,L,L,
3080.0,2.0,1.0,5485.0,152.0,128.0,1.0,1.0,L,L,L,L,L,
3080.0,2.0,1.0,5485.0,152.0,128.0,1.0,1.0,L,L,L,L,L,
3080.0,2.0,1.0,5485.0,152.0,128.0,1.0,1.0,L,L,L,L,L,
3080.0,2.0,1.0,5485.0,152.0,128.0,1.0,1.0,L,L,L,L,L,
3080.0,2.0,1.0,5485.0,152.0,128.0,1.0,1.0,L,L,L,L,L,
3080.0,2.0,1.0,5485.0,152.0,128.0,1.0,1.0,L,L,L,L,L,
3080.0,2.0,1.0,5485.0,152.0,128.0,1.0,1.0,L,L,L,L,L,
3080.0,2.0,1.0,5485.0,152.0,128.0,1.0,1.0,L,L,L,L,L,
3110.0,9.0,9.0,11337.0,187.0,103.0,8.0,1.0,L,L,L,L,L,
3110.0,9.0,9.0,11337.0,187.0,103.0,8.0,1.0,L,L,L,L,L,
3110.0,9.0,9.0,11337.0,187.0,103.0,8.0,1.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3019.0,11.0,7.0,13384.0,37.0,30.0,2.0,2.0,L,L,L,L,L,
3032.0,1.0,31.0,3686.0,199.0,128.0,7.0,1.0,L,L,L,L,L,
3032.0,1.0,31.0,3686.0,199.0,128.0,7.0,1.0,L,L,L,L,L,
3056.0,1.0,33.0,3857.0,17.0,11.0,1.0,2.0,L,L,L,L,L,
3056.0,1.0,33.0,3857.0,17.0,11.0,1.0,2.0,L,L,L,L,L,
3056.0,1.0,33.0,3857.0,17.0,11.0,1.0,2.0,L,L,L,L,L,
3056.0,1.0,33.0,3857.0,17.0,11.0,1.0,2.0,L,L,L,L,L,
3056.0,1.0,33.0,3857.0,17.0,11.0,1.0,2.0,L,L,L,L,L,
3056.0,1.0,33.0,3857.0,17.0,11.0,1.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3048.0,6.0,11.0,9148.0,91.0,72.0,6.0,2.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,1.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,1.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,1.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,1.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,1.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,2.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,2.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,2.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,2.0,L,L,L,L,L,
3103.0,17.0,6.0,21606.0,103.0,65.0,5.0,2.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3122.0,6.0,5.0,8843.0,139.0,67.0,1.0,1.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3070.0,11.0,7.0,13425.0,53.0,40.0,3.0,2.0,L,L,L,L,L,
3015.0,14.0,1.0,17301.0,154.0,116.0,10.0,1.0,L,L,L,L,L,
3015.0,14.0,1.0,17301.0,154.0,116.0,10.0,1.0,L,L,L,L,L,
3015.0,14.0,1.0,17301.0,154.0,116.0,10.0,1.0,L,L,L,L,L,
3015.0,14.0,1.0,17301.0,154.0,116.0,10.0,1.0,L,L,L,L,L,
3015.0,14.0,1.0,17301.0,154.0,116.0,10.0,1.0,L,L,L,L,L,
3015.0,14.0,1.0,17301.0,154.0,116.0,10.0,1.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
3119.0,1.0,22.0,1733.0,59.0,42.0,4.0,2.0,L,L,L,L,L,
